Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.2732,Mon Feb 05 22:44:04 +0000 2018,0.11,0.89,0.0,"After Dow sees largest one-day point drop in market history, @PressSec responds to market inquiries: ""The president… https://t.co/lBqYKLA4PS",36,@CBSNews
0.8074,Mon Feb 05 22:31:31 +0000 2018,0.0,0.711,0.289,"Super Bowl LII champions, the Philadelphia Eagles, have landed. Watch as they give fans a preview of the Lombardi T… https://t.co/5utP8gFW8S",37,@CBSNews
-0.3612,Mon Feb 05 22:15:34 +0000 2018,0.111,0.889,0.0,"Holocaust denier Art Jones is running unopposed in the GOP primary in Illinois, and claims the Holocaust is ""the bi… https://t.co/SkrUDo3v2G",38,@CBSNews
0.25,Mon Feb 05 22:00:50 +0000 2018,0.083,0.758,0.159,"""She is our secret weapon. I just hope they don't change her. There are a lot of people that want to run her out,""… https://t.co/n51mou0YRS",39,@CBSNews
0.0,Mon Feb 05 21:45:57 +0000 2018,0.0,1.0,0.0,"""I think I figured it out. Nobody has really be able to explain it..."" President Trump says he has a theory as to w… https://t.co/bK2wGJL2dl",40,@CBSNews
0.0,Mon Feb 05 21:30:01 +0000 2018,0.0,1.0,0.0,"It wasn't too long ago that the question about cryptocurrency prices was how high can they go? Now, it's just the r… https://t.co/wk4vB9m69i",41,@CBSNews
0.3612,Mon Feb 05 21:08:25 +0000 2018,0.0,0.884,0.116,"“We are down 4.6% for the day...which does sound like a lot. Black Monday was was 22% when that happened,”… https://t.co/YdeAcuO9IM",42,@CBSNews
-0.3612,Mon Feb 05 21:04:30 +0000 2018,0.102,0.898,0.0,"“Another wild day of trading has just ended on Wall Street. At one point this afternoon, the Dow had fallen by more… https://t.co/xA7KrwoDAJ",43,@CBSNews
0.0,Mon Feb 05 21:02:12 +0000 2018,0.0,1.0,0.0,"JUST IN: The stock markets have closed and the Dow Jones Industrial Average has plunged below 25,000 points, the bi… https://t.co/rOcyHyvqhG",44,@CBSNews
-0.3912,Mon Feb 05 20:53:08 +0000 2018,0.154,0.846,0.0,"RT @CBSEveningNews: What questions do you have about the economy? 

Wages are rising and unemployment remains very low, but the stock marke…",45,@CBSNews
0.5719,Mon Feb 05 20:43:06 +0000 2018,0.0,0.802,0.198,".@DavidBegnaud: Does the news of the day affect the stock market like this at all?
Nelson: Yeah, it does. I thought… https://t.co/Vaf9Hvqbqp",46,@CBSNews
0.3612,Mon Feb 05 20:31:37 +0000 2018,0.0,0.889,0.111,.@TanyaRivero Do you agree that this could mean the return of volatility to the market? Something we haven't seen i… https://t.co/MJNWrGX0Ex,47,@CBSNews
0.0,Mon Feb 05 20:24:56 +0000 2018,0.0,1.0,0.0,"“We are only down [about] 4%. Back in 1987, the Dow dropped 500 points. That was a 20% decline...The Dow would have… https://t.co/5Bn5r5YXeo",48,@CBSNews
0.0,Mon Feb 05 20:15:11 +0000 2018,0.0,1.0,0.0,"HAPPENING NOW: Dow Jones Industrial Average plunges nearly 1,500 points, dipping below 25,000… https://t.co/lo8qiSvmhr",49,@CBSNews
0.5994,Mon Feb 05 20:12:00 +0000 2018,0.0,0.83,0.17,".@POTUS: ""Everybody stood up yesterday. There was nobody kneeling at the beginning of the Super Bowl. We've made a… https://t.co/85xSI2XvBT",50,@CBSNews
-0.3818,Mon Feb 05 20:10:11 +0000 2018,0.126,0.874,0.0,.@POTUS: There was one guy when I said [during #SOTU] ‘the lowest African-American unemployment.’ He was sort of cl… https://t.co/CFt3yUjbFo,51,@CBSNews
0.0,Mon Feb 05 20:05:21 +0000 2018,0.0,1.0,0.0,"“About two days after [Clinton] said [deplorables], I go to a rally and everyone is wearing shirts: ‘I am a deplora… https://t.co/jCGisCJpEw",52,@CBSNews
0.8176,Mon Feb 05 20:02:29 +0000 2018,0.0,0.717,0.283,"“So, Nancy Pelosi again said that it's crumbs. She is a rich woman who lives in a big beautiful house in California… https://t.co/DLgBSukC9k",53,@CBSNews
0.0258,Mon Feb 05 19:59:15 +0000 2018,0.09,0.815,0.094,"“I think I figured out, nobody has really been able to explain it properly...” @POTUS shares his theory on low vote… https://t.co/kmlznTGUYz",54,@CBSNews
0.0,Mon Feb 05 19:55:20 +0000 2018,0.0,1.0,0.0,“Nancy Pelosi -- what she's doing to this country. And she has gone so far left and Schumer has gone so far left. O… https://t.co/Ooa7EoE4wi,55,@CBSNews
0.1531,Mon Feb 05 19:53:42 +0000 2018,0.0,0.894,0.106,"“Believe it or not, Nancy Pelosi and those in Congress who want to raise your taxes -- they want to raise your taxe… https://t.co/h1fbdNZDYf",56,@CBSNews
0.0,Mon Feb 05 19:51:12 +0000 2018,0.0,1.0,0.0,"“I am non-braggadocious,” @POTUS says on his effort to bring jobs back to the U.S. “Wait until you see what's happe… https://t.co/nstCEV0eI2",57,@CBSNews
0.0,Mon Feb 05 19:47:05 +0000 2018,0.0,1.0,0.0,"“Fiat Chrysler announced 2,500 jobs are coming back to Detroit, to Motor City -- 2,500. Do you know where they're c… https://t.co/sPCcQQicUb",58,@CBSNews
0.6486,Mon Feb 05 19:43:51 +0000 2018,0.0,0.773,0.227,“We have doubled the child tax credit. That was compliments very much of Ivanka Trump. She would press us...Pretty… https://t.co/NAXHCLjJPC,59,@CBSNews
-0.296,Mon Feb 05 19:41:52 +0000 2018,0.104,0.896,0.0,"""At the center of America's resurgence are the massive tax cuts that we just passed before Christmas,"" @POTUS says,… https://t.co/nTzUv7roBQ",60,@CBSNews
0.0,Mon Feb 05 19:38:35 +0000 2018,0.0,1.0,0.0,"""Your paychecks are going way up, your taxes are going way down...factories are coming back. Everything is coming b… https://t.co/rmDqTHi0NP",61,@CBSNews
-0.296,Mon Feb 05 19:35:44 +0000 2018,0.136,0.864,0.0,"WATCH LIVE: President Trump speaks in Cincinnati, addresses the economy and tax cuts https://t.co/bPu5Qu6vBa https://t.co/5i7wxuOhhe",62,@CBSNews
0.3818,Mon Feb 05 19:32:39 +0000 2018,0.0,0.816,0.184,"“Our biggest challenge is time,” official says. “Many of the witnesses have passed away... The original investigato… https://t.co/hT7Q2nUzC0",63,@CBSNews
0.0,Mon Feb 05 19:31:04 +0000 2018,0.0,1.0,0.0,"Official: When Captain Davern suggests “Hey, we should turn on the light to look for [Wood],” [Wagner] says “No.”In… https://t.co/286sRpRFFT",64,@CBSNews
-0.296,Mon Feb 05 19:27:09 +0000 2018,0.128,0.872,0.0,"Reporter: Have you previously interviewed Mr. Wagner? 
LA County Official: No. We have not. https://t.co/4FNgFlSMvI https://t.co/QSTfygNVLP",65,@CBSNews
0.0,Mon Feb 05 19:25:23 +0000 2018,0.0,1.0,0.0,"“I can't go through the whole three days. There's a lot that went on. We have talked about it before, especially on… https://t.co/oN5SSmOJqi",66,@CBSNews
0.0,Mon Feb 05 19:22:13 +0000 2018,0.0,1.0,0.0,"“Yes, there were bruises on Natalie Wood’s body -- that's the coroners' review, they are the experts. They say thei… https://t.co/SonCf63Ows",67,@CBSNews
-0.8265,Mon Feb 05 19:20:50 +0000 2018,0.299,0.701,0.0,"Captain Dennis Davern “said Robert Wagner looked so angry, so crazy that he was afraid for his own safety...Robert… https://t.co/2aBAXzZWt1",68,@CBSNews
-0.6794,Mon Feb 05 19:16:31 +0000 2018,0.276,0.646,0.078,"“This is a suspicious death investigation,” official says on Natalie Wood case. “Were not pressing charges on anyon… https://t.co/fT3VfYwRwZ",69,@CBSNews
0.4588,Mon Feb 05 19:15:06 +0000 2018,0.0,0.889,0.111,“He is a person of interest because he was last person with her before she went in the water. He is there and the l… https://t.co/itca006voo,70,@CBSNews
0.802,Mon Feb 05 19:13:25 +0000 2018,0.0,0.728,0.272,"""And yes, of course we want to talk to Robert Wagner. You bet. We would love to hear his his version of events,"" of… https://t.co/njxk7kflDX",71,@CBSNews
0.0,Mon Feb 05 19:11:58 +0000 2018,0.0,1.0,0.0,"Official says new witnesses ""corroborate with what Dennis Davern was saying. That he was on the boat and heard the… https://t.co/0Wo7XXaSLl",72,@CBSNews
0.0,Mon Feb 05 19:08:21 +0000 2018,0.0,1.0,0.0,“There are new witnesses…we’ve interviewed a lot of new people...People who knew the couple or had knowledge of wha… https://t.co/78NKrLx0Gx,73,@CBSNews
0.0,Mon Feb 05 19:03:49 +0000 2018,0.0,1.0,0.0,"NOW: Investigators hold press conference days after #48Hours' @EFMoriarty reports on Robert Wagner, who is now a pe… https://t.co/9S8oHqUaHI",74,@CBSNews
-0.8316,Mon Feb 05 18:50:01 +0000 2018,0.404,0.596,0.0,"DUI suspect in crash death of Colts player Edwin Jackson deported twice, police say https://t.co/d7g0izpxZV https://t.co/Altebz3P0s",75,@CBSNews
0.0,Mon Feb 05 18:48:47 +0000 2018,0.0,1.0,0.0,"WATCH: President Trump and first lady Melania Trump touch down in Cincinnati, where the president is set to give a… https://t.co/UrsDvBpQT1",76,@CBSNews
0.0,Mon Feb 05 18:36:11 +0000 2018,0.0,1.0,0.0,Stocks are on the decline Monday with Dow Jones industrials down more than 400 points. This comes after the Dow's w… https://t.co/6hWO2QocbG,77,@CBSNews
0.8074,Mon Feb 05 18:30:46 +0000 2018,0.0,0.733,0.267,Some Eagles players say they will not visit the Trump White House with the rest of their Super Bowl winning teammat… https://t.co/bPU95kFOTF,78,@CBSNews
0.4767,Mon Feb 05 18:18:43 +0000 2018,0.11,0.639,0.251,"The Supreme Court will allow Pennsylvania congressional redistricting to proceed, denying the Republican plea to pu… https://t.co/kBiqugivVy",79,@CBSNews
-0.3612,Mon Feb 05 18:01:01 +0000 2018,0.122,0.878,0.0,An outspoken Holocaust denier is likely to appear on the November ballot as the Republican nominee for a Chicago-ar… https://t.co/oLJhr8BQtf,80,@CBSNews
0.4939,Mon Feb 05 17:46:01 +0000 2018,0.0,0.814,0.186,Excitement builds for SpaceX Falcon Heavy rocket launch as SpaceX makes final preparations https://t.co/4RlAIOrika https://t.co/CWXApwiMm4,81,@CBSNews
0.0,Mon Feb 05 17:30:01 +0000 2018,0.0,1.0,0.0,Far more teens than previously thought are transgender or identify themselves using other nontraditional gender ter… https://t.co/FtIViPaL4A,82,@CBSNews
-0.3612,Mon Feb 05 17:10:43 +0000 2018,0.128,0.872,0.0,#SelfieKid became an instant meme after seeming to ignore Justin Timberlake during the #SuperBowl halftime show. He… https://t.co/kgVh3utGh2,83,@CBSNews
-0.5574,Mon Feb 05 16:55:02 +0000 2018,0.289,0.592,0.118,"Top ivory, rhino horn trafficking investigator Esmond Martin murdered https://t.co/gFz324m0NA https://t.co/V2Pt9VeAdM",84,@CBSNews
0.4939,Mon Feb 05 16:35:01 +0000 2018,0.0,0.811,0.189,"Shares of Wells Fargo were off nearly 7 percent amid a slew of downgrades by firms including Morgan Stanley, J.P Mo… https://t.co/nCRsVLEgNE",85,@CBSNews
0.0258,Mon Feb 05 16:20:01 +0000 2018,0.176,0.644,0.18,This is... another Tide ad: Relive the best and worst #SuperBowl commercials from last night https://t.co/2cqqkAzm3m https://t.co/AkdK126OCs,86,@CBSNews
0.296,Mon Feb 05 16:05:01 +0000 2018,0.132,0.636,0.232,Kentucky State Police offer apology after sending Super Bowl-themed tweet -- aimed at discouraging drunken driving… https://t.co/PnOLmYioIv,87,@CBSNews
0.7579,Mon Feb 05 15:50:01 +0000 2018,0.0,0.667,0.333,Alleged computer hacker from Britain wins his appeal against extradition to the United States… https://t.co/I7Z0dK6V0o,88,@CBSNews
-0.2247,Mon Feb 05 15:35:01 +0000 2018,0.139,0.762,0.099,"After deadly train accident in South Carolina, one expert says Amtrak crashes are becoming ""almost like an epidemic… https://t.co/Wwg6dsF989",89,@CBSNews
0.5994,Mon Feb 05 15:24:01 +0000 2018,0.0,0.83,0.17,"Philadelphia Eagles wide receiver Alshon Jeffery, who scored the first touchdown in Super Bowl LII, joins CBSN to d… https://t.co/yEKvUNiQ5R",90,@CBSNews
-0.2023,Mon Feb 05 15:20:01 +0000 2018,0.216,0.647,0.138,"Pres. Trump mischaracterizes protests over health care funding in Britain to attack Democrats for ""pushing for Univ… https://t.co/Jbh0bdHXc0",91,@CBSNews
-0.9422,Mon Feb 05 15:06:01 +0000 2018,0.483,0.517,0.0,"MORE: In final punishment of sex abuse scandal, Larry Nassar sentenced to 40 to 125 more years in prison in Michiga… https://t.co/OSqfUDUT3J",92,@CBSNews
0.3818,Mon Feb 05 15:01:54 +0000 2018,0.0,0.867,0.133,"Sens. John McCain (R-AZ) and Chris Coons (D-DE) are unveiling a bipartisan immigration measure that would protect ""… https://t.co/CzDAbyOcec",93,@CBSNews
-0.7506,Mon Feb 05 14:53:33 +0000 2018,0.303,0.697,0.0,"JUST IN: Disgraced former USA Gymnastics doctor Larry Nassar sentenced to 40-125 years in prison in Michigan; ""I be… https://t.co/uSeZEJsHOC",94,@CBSNews
0.25,Mon Feb 05 14:35:01 +0000 2018,0.112,0.736,0.151,"Viewers had the time of their life during Eli Manning and Odell Beckham Jr.'s ""Dirty Dancing"" spoof, a Super Bowl a… https://t.co/oAAJsabWoz",95,@CBSNews
-0.3182,Mon Feb 05 14:20:01 +0000 2018,0.099,0.901,0.0,"After Las Vegas massacre, there was a fevered pitch to ban bump stocks, the device used by the shooter; but as the… https://t.co/XGeU110AIB",96,@CBSNews
0.4767,Mon Feb 05 14:04:02 +0000 2018,0.0,0.86,0.14,"Pres. Trump bashes ""Little Adam Schiff,"" the ranking Democrat on the House Intelligence Committee, in wake of GOP m… https://t.co/jujUsW9Yz7",97,@CBSNews
0.7579,Mon Feb 05 13:54:32 +0000 2018,0.0,0.698,0.302,"Claire Danes on #MeToo movement: ""I think it's wonderful. I think it's nascent...it's powerful, it's been a millenn… https://t.co/MCXFkm4O4M",98,@CBSNews
0.4939,Mon Feb 05 13:48:48 +0000 2018,0.0,0.833,0.167,"""How is Carrie's mental state?""
""It's tenuous,"" Claire Danes says. ""...it's her blessing and her curse."" https://t.co/IjeRsObrva",99,@CBSNews
-0.0516,Tue Feb 06 05:01:08 +0000 2018,0.062,0.938,0.0,The US is the only industrialized country that does not offer all of its citizens paid family leave https://t.co/cag15ym1Tu,0,@CNN
-0.1027,Tue Feb 06 04:46:04 +0000 2018,0.103,0.897,0.0,"As the Family and Medical Leave Act turns 25, it's time to get real about paid leave and making the workplace bette… https://t.co/uGRjkRUlFe",1,@CNN
0.0,Tue Feb 06 04:31:06 +0000 2018,0.0,1.0,0.0,"Mitch McConnell holds all the cards on next week's immigration debate, and he's not tipping his hand… https://t.co/LbAIkdYX3F",2,@CNN
0.3612,Tue Feb 06 04:16:07 +0000 2018,0.0,0.839,0.161,Hugh Grant has settled a phone-hacking case against British media company Mirror Group Newspapers… https://t.co/4MLOCJYN8o,3,@CNN
-0.2732,Tue Feb 06 04:11:08 +0000 2018,0.087,0.913,0.0,"Survivors of the USS Pueblo are suing North Korea, 50 years after the American spy ship was seized off the Korean P… https://t.co/HXm3C1bLgJ",4,@CNN
-0.7269,Tue Feb 06 04:01:06 +0000 2018,0.313,0.604,0.083,Sunday's fatal crash shows the risks when freight and passenger trains share the same tracks. Most of the passenger… https://t.co/Dqy6dZt4cl,5,@CNN
0.7184,Tue Feb 06 03:47:20 +0000 2018,0.0,0.727,0.273,"John Mahoney, a veteran character actor best known for playing the curmudgeonly dog-loving father of the title char… https://t.co/bgzAFRhRi8",6,@CNN
-0.1027,Tue Feb 06 03:46:04 +0000 2018,0.135,0.865,0.0,"""The Cloverfield Paradox"" splashes, then crashes on Netflix https://t.co/IE81nuH0Uz https://t.co/YuQZOqJAPN",7,@CNN
0.0772,Tue Feb 06 03:35:29 +0000 2018,0.0,0.947,0.053,"RT @AC360: Republican Rep. Lee Zeldin speaks about the House committee vote to send Democrats' memo to Trump's desk: ""I want the American p…",8,@CNN
0.6249,Tue Feb 06 03:33:07 +0000 2018,0.0,0.769,0.231,Trump's attorneys are trying to sway him against agreeing to an interview with special counsel Mueller partially ou… https://t.co/lU4IeTGSWS,9,@CNN
0.0,Tue Feb 06 03:32:25 +0000 2018,0.0,1.0,0.0,"RT @CNNTonight: Rep. Ted Lieu tells @ErinBurnett he has read the Democrats' memo ""multiple times."" He lays out three conclusions that he be…",10,@CNN
-0.5994,Tue Feb 06 03:31:04 +0000 2018,0.231,0.769,0.0,"Investigators say Robert Wagner's story on Natalie Wood's death doesn't ""add up"" https://t.co/OF25v9ugpT https://t.co/GszqzPR3MG",11,@CNN
0.3565,Tue Feb 06 03:28:03 +0000 2018,0.045,0.854,0.1,"RT @CNNTonight: ""I don't know why his attorneys wouldn't want him to talk to the special counsel unless they thought he had something to hi…",12,@CNN
0.2105,Tue Feb 06 03:16:07 +0000 2018,0.151,0.704,0.145,"Rachel Crooks, who accused President Trump of kissing her on the mouth without her consent in 2005, is running for… https://t.co/7Ln1c2ByV8",13,@CNN
0.4767,Tue Feb 06 03:05:05 +0000 2018,0.0,0.838,0.162,"Former White House chief strategist Steve Bannon won't appear before the House Intelligence Committee Tuesday, risk… https://t.co/hCqzdy1fYq",14,@CNN
-0.886,Tue Feb 06 03:01:35 +0000 2018,0.391,0.559,0.049,"RT @AC360: ""Lying is lying. There's no such thing as a 'perjury trap.' It is simply a defense lawyer speak for a justification for a witnes…",15,@CNN
0.0,Tue Feb 06 03:01:08 +0000 2018,0.0,1.0,0.0,US Vice President Pence heads to the #PyeongChang2018 Winter Olympics to throw shade on the North Korean “charade”… https://t.co/gFyXkrDyuM,16,@CNN
-0.5994,Tue Feb 06 02:52:35 +0000 2018,0.176,0.824,0.0,"RT @AC360: Former FBI agent on why he resigned over political attacks on the bureau: ""The men and women of the FBI deserve these political…",17,@CNN
0.5994,Tue Feb 06 02:51:03 +0000 2018,0.0,0.782,0.218,Eli Manning and Odell Beckham Jr. sweep the Super Bowl off its feet https://t.co/TZiyABakC1 https://t.co/r7Yo4kVd12,18,@CNN
0.5574,Tue Feb 06 02:41:04 +0000 2018,0.0,0.847,0.153,"""Using the stock market as the leading proof point of your economic successes is a fool's errand. ... (Trump) has t… https://t.co/KWHW0hZeR9",19,@CNN
0.5994,Tue Feb 06 02:35:42 +0000 2018,0.0,0.769,0.231,Justin Timberlake will probably make bank off his Super Bowl halftime performance https://t.co/nlr7Rx0bXI https://t.co/F06vqEpe5r,20,@CNN
0.0,Tue Feb 06 02:28:01 +0000 2018,0.0,1.0,0.0,"CNN's @andersoncooper: #KeepingThemHonest, whatever else you might think of the Nunes memo, one thing is plain just… https://t.co/VklnIJEpY7",21,@CNN
0.0,Tue Feb 06 02:26:06 +0000 2018,0.0,1.0,0.0,"Just after 3 p.m., the Dow went off a cliff. This is how the Dow fell 800 points in 10 minutes… https://t.co/nrNVFlp4d7",22,@CNN
-0.1779,Tue Feb 06 02:20:56 +0000 2018,0.075,0.925,0.0,"RT @AC360: Democrat Rep. Mike Quigley speculates that President Trump could try to ""seriously redact"" the Democratic memo, should it be rel…",23,@CNN
-0.34,Tue Feb 06 02:01:08 +0000 2018,0.156,0.755,0.09,A Pentagon agency failed to properly document hundreds of millions of dollars' worth of funding for construction pr… https://t.co/daBAhYjahg,24,@CNN
0.0,Tue Feb 06 01:51:02 +0000 2018,0.0,1.0,0.0,"House GOP leaders are moving ahead with a plan to keep the government funded into mid-March, but there's a catch th… https://t.co/F4IjYMjUCb",25,@CNN
0.5994,Tue Feb 06 01:41:02 +0000 2018,0.0,0.786,0.214,"RT @AC360: Republican Rep. Lee Zeldin slams House Intelligence Committee's top Democrat: ""Congressman Schiff, you could say, has been full…",26,@CNN
0.0,Tue Feb 06 01:41:02 +0000 2018,0.0,1.0,0.0,Falcon Heavy is the name of a highly anticipated SpaceX rocket that's set to launch for the first time on Tuesday.… https://t.co/MP3AFLSWf7,27,@CNN
-0.1531,Tue Feb 06 01:31:08 +0000 2018,0.128,0.766,0.106,"""When you buy the good news, you inevitably own the bad as well."" Today was a stock market lesson for Trump -- the… https://t.co/sVbz4AtHoM",28,@CNN
-0.4019,Tue Feb 06 01:29:59 +0000 2018,0.162,0.838,0.0,Investigators are piecing together details of the deadly Amtrak train crash in South Carolina… https://t.co/DEX96hfqMK,29,@CNN
-0.3818,Tue Feb 06 01:27:13 +0000 2018,0.098,0.902,0.0,"RT @AC360: Democrat Rep. Mike Quigley on Devin Nunes evading questions about WH role in GOP memo: ""They have been a blocking back for the W…",30,@CNN
-0.4939,Tue Feb 06 01:26:07 +0000 2018,0.286,0.714,0.0,Market fear is back in a big way https://t.co/jxOCdb0y1O https://t.co/e50KdKyvU2,31,@CNN
0.7184,Tue Feb 06 01:21:08 +0000 2018,0.0,0.727,0.273,"John Mahoney, a veteran character actor best known for playing the curmudgeonly dog-loving father of the title char… https://t.co/OsaNTDhphY",32,@CNN
0.0,Tue Feb 06 01:18:27 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: President Donald Trump has a little habit of calling his colleagues diminutive, a tiny trait that has many on social media…",33,@CNN
-0.4404,Tue Feb 06 01:15:31 +0000 2018,0.137,0.803,0.06,"CNN legal analyst Jeffrey Toobin: Trump ""has violated so many norms of behavior, in terms of how we expect public o… https://t.co/XFJPtuB7gI",34,@CNN
0.0,Tue Feb 06 01:13:04 +0000 2018,0.0,1.0,0.0,"Sen. Sheldon Whitehouse on President Trump's ""treason"" barb: ""Maybe he's been watching too much North Korean televi… https://t.co/kfCgqgQ7LD",35,@CNN
0.0,Tue Feb 06 01:07:37 +0000 2018,0.0,1.0,0.0,Moscow endures its heaviest snowfall in more than 60 years https://t.co/fGYKq5TyMq https://t.co/g0Qcr8Jr8h,36,@CNN
-0.296,Tue Feb 06 01:01:54 +0000 2018,0.104,0.896,0.0,"RT @OutFrontCNN: CNN presidential historian Tim Naftali: If Rep. Devin Nunes ""uses the power of congressional investigation to undermine ou…",37,@CNN
-0.2732,Tue Feb 06 00:58:10 +0000 2018,0.11,0.89,0.0,"Joan Walsh on Trump's remarks suggesting Democrats' #SOTU reaction was ""treasonous"": Trump has hit a ""new low"" and… https://t.co/adbme0yT4w",38,@CNN
-0.5574,Tue Feb 06 00:53:05 +0000 2018,0.254,0.603,0.142,"Secretary of Defense James Mattis fired two top Guantanamo Bay officials over a ""loss of confidence,"" a senior defe… https://t.co/IUZd4C7IWg",39,@CNN
0.0,Tue Feb 06 00:50:48 +0000 2018,0.0,1.0,0.0,"Tim Naftali, former director of the Nixon Presidential Library: If Rep. Devin Nunes ""uses the power of congressiona… https://t.co/eRLynZTRXo",40,@CNN
-0.128,Tue Feb 06 00:48:03 +0000 2018,0.081,0.919,0.0,"Asian stocks plunge after a tough day on Wall Street, in which the Dow closed down 1,175 points https://t.co/4zMM8d519V",41,@CNN
-0.8885,Tue Feb 06 00:43:06 +0000 2018,0.451,0.549,0.0,Colts linebacker Edwin Jackson and another man were struck and killed in a suspected drunken driving accident. The… https://t.co/ELrT4zxl2X,42,@CNN
-0.3612,Tue Feb 06 00:38:06 +0000 2018,0.122,0.878,0.0,A White House deputy press secretary cited a recent conversation with his Uber driver as he argued that the Russia… https://t.co/VWkgiXcX39,43,@CNN
0.0,Tue Feb 06 00:33:04 +0000 2018,0.0,1.0,0.0,Ivanka Trump will lead the Presidential delegation to South Korea for the closing ceremony of the 2018 Pyeongchang… https://t.co/O7YaHy5edw,44,@CNN
-0.25,Tue Feb 06 00:28:04 +0000 2018,0.111,0.889,0.0,"Lululemon's CEO has resigned after, the company claims, he ""fell short"" of its standards of conduct… https://t.co/VCEVckjo2G",45,@CNN
0.34,Tue Feb 06 00:26:38 +0000 2018,0.0,0.862,0.138,"President Trump is expected to sign a national security memorandum on Tuesday establishing a ""National Vetting Cent… https://t.co/Id5EVCqbs1",46,@CNN
-0.4404,Tue Feb 06 00:25:42 +0000 2018,0.142,0.795,0.063,"CNN legal analyst JeffreyToobin: Trump ""has violated so many norms of behavior, in terms of how we expect public of… https://t.co/Rhv0g8WQWh",47,@CNN
-0.6948,Tue Feb 06 00:23:30 +0000 2018,0.165,0.835,0.0,"RT @OutFrontCNN: ""We believe what the Republicans did last week with their false memo was so poisonous that the only antidote would be to c…",48,@CNN
-0.5499,Tue Feb 06 00:23:05 +0000 2018,0.228,0.772,0.0,"Stocks plunged, but that doesn't mean the economy is in trouble https://t.co/aJ6HEtzw00 https://t.co/vHoJaoLZfO",49,@CNN
0.0,Tue Feb 06 00:17:54 +0000 2018,0.0,1.0,0.0,"It wasn't just stocks that took a plunge. Bitcoin was down 15% for the day, while ethereum dipped a whopping 20%, a… https://t.co/Eeq8rFWhX3",50,@CNN
