Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.4767,Mon Feb 05 19:47:39 +0000 2018,0.0,0.866,0.134,.@POTUS on tax reform: “At the heart of our plan is tremendous relief for working families and for small businesses… https://t.co/Rm83WFrPKn,73,@FoxNews
0.0,Mon Feb 05 19:45:09 +0000 2018,0.0,1.0,0.0,".@POTUS: ""After years of wage stagnation...wages are now, for the first time in many years, rising."" https://t.co/ccDczRXgAB",74,@FoxNews
0.0,Mon Feb 05 19:41:25 +0000 2018,0.0,1.0,0.0,".@POTUS: “Your paychecks are going way up, your taxes are going way down…America is once again open for business.” https://t.co/XD46EVZWKC",75,@FoxNews
0.6369,Mon Feb 05 19:36:51 +0000 2018,0.0,0.625,0.375,".@POTUS: ""I love the state of Ohio."" https://t.co/TDSLate8fk",76,@FoxNews
0.0,Mon Feb 05 19:26:02 +0000 2018,0.0,1.0,0.0,College Students Oppose Obama Remarks When Told They're From Trump  https://t.co/lBONZLTynY,77,@FoxNews
0.0,Mon Feb 05 19:20:58 +0000 2018,0.0,1.0,0.0,Get all the need-to-know stories from Fox News in your inbox every morning. https://t.co/66lXfRo668,78,@FoxNews
0.5994,Mon Feb 05 19:16:44 +0000 2018,0.0,0.671,0.329,"Huge, deadly I-44 pile-up in Missouri seen in stunning drone footage https://t.co/S25ILKnyPU",79,@FoxNews
0.0,Mon Feb 05 18:55:37 +0000 2018,0.0,1.0,0.0,Paul Simon announces he is retiring from touring https://t.co/Yy3wkTzcsS,80,@FoxNews
-0.8519,Mon Feb 05 18:55:00 +0000 2018,0.437,0.563,0.0,"YouTube algorithm could be manipulated by 'bad actors,' used for 'fraudulent content,' senator warns… https://t.co/eo2IEynW06",81,@FoxNews
0.0,Mon Feb 05 18:39:52 +0000 2018,0.0,1.0,0.0,"Nunes sets sights on State Department next, says FISA memo only 'phase one' - via @brookefoxnews 
https://t.co/37gtABClkb",82,@FoxNews
0.0,Mon Feb 05 18:38:14 +0000 2018,0.0,1.0,0.0,.@POTUS and @FLOTUS arrive in Ohio ahead of tax speech https://t.co/u2XbVyCioL,83,@FoxNews
0.0,Mon Feb 05 18:25:29 +0000 2018,0.0,1.0,0.0,"California professor calls Trump 'white supremacist,' 'orange reality star' in class syllabus (via @calebparke) https://t.co/FaB31XEcnb",84,@FoxNews
0.5994,Mon Feb 05 18:14:51 +0000 2018,0.0,0.782,0.218,OPINION: Super Bowl MVP Nick Foles gives America a game plan for life (via @FoxNewsOpinion) https://t.co/mgUtISmB8I,85,@FoxNews
-0.8442,Mon Feb 05 17:49:39 +0000 2018,0.403,0.597,0.0,"Edwin Jackson, Indianapolis Colts linebacker, was killed by an illegal immigrant, police say https://t.co/vaTnC8cy3J",86,@FoxNews
-0.1531,Mon Feb 05 17:47:55 +0000 2018,0.151,0.849,0.0,Larry Nassar hit with 40-125 years in final sentencing https://t.co/S7B8MUSSGz,87,@FoxNews
0.0,Mon Feb 05 17:17:41 +0000 2018,0.0,1.0,0.0,Amtrak's deadliest crashes in recent years https://t.co/eiiMZd9fgB,88,@FoxNews
0.5859,Mon Feb 05 16:52:50 +0000 2018,0.0,0.769,0.231,Soldier Surprise: A #Missouri soldier gave his son a special birthday present when he returned home early and surpr… https://t.co/kY56eYRMP9,89,@FoxNews
0.0,Mon Feb 05 16:16:12 +0000 2018,0.0,1.0,0.0,"Clinton associates fed information to Trump dossier author Steele, memo says https://t.co/Q7Zy1ulNcl",90,@FoxNews
0.0,Mon Feb 05 16:14:02 +0000 2018,0.0,1.0,0.0,College Students Oppose Obama Remarks When Told They're From Trump https://t.co/lBONZLTynY,91,@FoxNews
0.0,Mon Feb 05 16:11:20 +0000 2018,0.0,1.0,0.0,TUNE IN: Carter Page joins “The @IngrahamAngle” to discuss the Nunes memo TONIGHT at 10p ET on Fox News Channel. https://t.co/1DXNefEeF0,92,@FoxNews
0.0,Mon Feb 05 16:04:15 +0000 2018,0.0,1.0,0.0,Natalee Holloway's mom sues NBC's Oxygen over claims series found her daughter's remains (via @SashaFB) https://t.co/XjLNbhwXQB,93,@FoxNews
-0.4019,Mon Feb 05 15:45:21 +0000 2018,0.162,0.838,0.0,OPINION: Democrat and ex-CIA: Democrats are hurting themselves in dismissing FBI memo (via @FoxNewsOpinion) https://t.co/mR7kYzB1jQ,94,@FoxNews
0.0,Mon Feb 05 15:41:47 +0000 2018,0.0,1.0,0.0,"Ex-Obama intel bosses snipe at Trump from sidelines amid concern over politicized agencies - via @AdamShawNY
https://t.co/ox3TDHGshg",95,@FoxNews
-0.0516,Mon Feb 05 15:41:21 +0000 2018,0.05,0.95,0.0,RT @MartaDhanis: You can now get 8 weeks of paid family leave in New York State at 50% of your salary ($650 cap/week). It's a groundbreakin…,96,@FoxNews
0.886,Mon Feb 05 15:39:57 +0000 2018,0.0,0.514,0.486,".@budlight to honor Super Bowl bet, provide free beer for Philly (via @FoxBusiness) https://t.co/AvAhzcTARh",97,@FoxNews
0.0,Mon Feb 05 15:31:58 +0000 2018,0.0,1.0,0.0,.@DevinNunes Blasts Adam Schiff: 'Almost 100 Leaks' by Democrats on House Intel Committee https://t.co/D9T77IKSM0,98,@FoxNews
0.7184,Mon Feb 05 15:31:09 +0000 2018,0.0,0.538,0.462,Companies giving bonuses due to tax reform https://t.co/TG5dVvbhzU https://t.co/oa6DYVZtHa,99,@FoxNews
0.0,Tue Feb 06 05:03:01 +0000 2018,0.0,1.0,0.0,Eli Manning and Odell Beckham Jr. learned the routine in 2 days https://t.co/71GQFUOJFo,0,@nytimes
0.0,Tue Feb 06 04:48:06 +0000 2018,0.0,1.0,0.0,There’s something unsettling about the first 30 seconds of the season 2 trailer of “Westworld” https://t.co/wXBD12G8B1,1,@nytimes
0.0,Tue Feb 06 04:33:06 +0000 2018,0.0,1.0,0.0,"4 takeaways from Monday’s stock market sell-off
https://t.co/kP8rD7PSkD",2,@nytimes
-0.4019,Tue Feb 06 04:18:02 +0000 2018,0.109,0.891,0.0,RT @nathanielpopper: The virtual currency boom last year papered over many of the problems in the nascent industry. The scale of those prob…,3,@nytimes
0.0772,Tue Feb 06 04:03:02 +0000 2018,0.0,0.942,0.058,“I don’t want to give birth to a kid wondering if it’s going to live in some kind of ‘Mad Max’ dystopia” https://t.co/hAW5md7NWR,4,@nytimes
-0.743,Tue Feb 06 03:48:02 +0000 2018,0.27,0.73,0.0,2 children in New York City and more than 50 children nationwide have died from flu-related illness this season https://t.co/lElxqgO0EO,5,@nytimes
0.0,Tue Feb 06 03:33:06 +0000 2018,0.0,1.0,0.0,12 shows we’ll be talking about in February https://t.co/3ZizNe3yIV,6,@nytimes
0.3612,Tue Feb 06 03:18:05 +0000 2018,0.0,0.884,0.116,RT @nytopinion: Rebekah Mercer's membership on the board of the American Museum of Natural History presents that institution with a signifi…,7,@nytimes
0.0258,Tue Feb 06 03:05:04 +0000 2018,0.0,0.939,0.061,Engineers were installing a new railway technology meant to prevent crashes on Sunday when an Amtrak train slammed… https://t.co/I8UqzkHLxZ,8,@nytimes
0.0,Tue Feb 06 02:48:07 +0000 2018,0.0,1.0,0.0,RT @NYTFashion: The future of fashion is nonbinary. https://t.co/UtOvpWykqd,9,@nytimes
0.2023,Tue Feb 06 02:33:05 +0000 2018,0.133,0.691,0.176,"Opinion: ""One day, we may all owe a debt of gratitude to Dexter the peacock"" https://t.co/Y8pUyNVYwp",10,@nytimes
0.0,Tue Feb 06 02:18:06 +0000 2018,0.0,1.0,0.0,"Before about 25 years ago, the species simply did not exist. A single drastic mutation in a single crayfish produce… https://t.co/wrOHGWzNOX",11,@nytimes
0.0,Tue Feb 06 02:03:06 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/EYC2ktKcFc,12,@nytimes
0.296,Tue Feb 06 01:48:05 +0000 2018,0.078,0.778,0.144,"In the New York region, MTA construction costs ‘threaten to strangle’ growth, a new report warns https://t.co/z67S4TE3ld",13,@nytimes
0.751,Tue Feb 06 01:33:04 +0000 2018,0.0,0.726,0.274,RT @maggieNYT: Almost everyone but Ty Cobb wants Trump to steer clear of a Mueller interview. @nytmike and me  https://t.co/YcLesnm9rJ,14,@nytimes
0.0,Tue Feb 06 01:21:07 +0000 2018,0.0,1.0,0.0,RT @nytmike: Trump’s lawyers to Trump: Don’t meet with Mueller w/@maggieNYT https://t.co/b645d6DUwk,15,@nytimes
-0.2263,Tue Feb 06 01:10:41 +0000 2018,0.113,0.821,0.067,"Breaking News: President Trump's lawyers want him to refuse any interview request in the Russia investigation, whic… https://t.co/ANDlLFcy56",16,@nytimes
0.0,Tue Feb 06 01:03:03 +0000 2018,0.0,1.0,0.0,"Saudi Arabia plans to build a $300 million solar farm that would generate enough electricity to power 200,000 homes https://t.co/qmpjqwOlYD",17,@nytimes
0.0,Tue Feb 06 00:48:03 +0000 2018,0.0,1.0,0.0,"How do you turn Eli Manning and Odell Beckham Jr. into dancers? We talked with the choreographer of the NFL's ""Dirt… https://t.co/HJYn8bcol4",18,@nytimes
0.0,Tue Feb 06 00:33:04 +0000 2018,0.0,1.0,0.0,"Unilever brought its Rexona deodorant to China a decade ago, dreaming of a market with 2.6 billion armpits. That ha… https://t.co/yiHmtzGzPw",19,@nytimes
-0.4005,Tue Feb 06 00:18:02 +0000 2018,0.109,0.891,0.0,RT @DLeonhardt: The boom in animals on airplanes is a case study in mass dishonesty - and of decent people behaving more selfishly than the…,20,@nytimes
-0.6003,Tue Feb 06 00:03:02 +0000 2018,0.277,0.663,0.061,"Context matters. The stock market drop is less scary than it seems, @Neil_Irwin says https://t.co/pr1teDTIsS",21,@nytimes
0.0,Mon Feb 05 23:48:07 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AVw1T9meKI,22,@nytimes
-0.7096,Mon Feb 05 23:33:06 +0000 2018,0.258,0.742,0.0,President Trump accused Democrats who did not clap during his State of the Union address of being treasonous https://t.co/17XysWSBHN,23,@nytimes
0.0,Mon Feb 05 23:18:03 +0000 2018,0.0,1.0,0.0,Breaking News: A House committee voted to release the Democratic rebuttal to the Nunes memo. President Trump has 5… https://t.co/b4VWHBuqRn,24,@nytimes
0.4215,Mon Feb 05 23:00:45 +0000 2018,0.0,0.882,0.118,"Elliott Kline, also known as Eli Mosley, likes to speak of his military experience in Iraq. But the records tell a… https://t.co/3BimJzDnDN",25,@nytimes
-0.296,Mon Feb 05 22:47:04 +0000 2018,0.136,0.864,0.0,"The week’s most notable new songs and videos, as chosen by the @nytimesmusic critics https://t.co/WMkv6WcNWE",26,@nytimes
-0.2924,Mon Feb 05 22:33:03 +0000 2018,0.12,0.88,0.0,Plants don't get enough credit. A new study involving anesthetics raises questions about the nature of consciousnes… https://t.co/yo10VPIV3j,27,@nytimes
0.0,Mon Feb 05 22:16:04 +0000 2018,0.0,1.0,0.0,"Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. h… https://t.co/XKMNGyuIZs",28,@nytimes
-0.4404,Mon Feb 05 22:00:35 +0000 2018,0.42,0.58,0.0,For the tired vegetarian https://t.co/Qa2vWXepof,29,@nytimes
0.5574,Mon Feb 05 21:50:08 +0000 2018,0.0,0.854,0.146,"RT @UpshotNYT: With the Supreme Court ruling today, it's confirmed that Pennsylvania will have to redraw maps before the midterms. Here's h…",30,@nytimes
-0.6124,Mon Feb 05 21:40:03 +0000 2018,0.294,0.706,0.0,Politicians often tout crime declines without acknowledging the rise of new cyber crimes https://t.co/Ax3YURoVIq,31,@nytimes
0.0,Mon Feb 05 21:30:15 +0000 2018,0.0,1.0,0.0,RT @ConorDougherty: A CA state report showed that Beverly Hills is apparently a model city when it comes to building new affordable housing…,32,@nytimes
0.4019,Mon Feb 05 21:20:04 +0000 2018,0.0,0.863,0.137,"Screening for antisocial programmers. Secret sex parties. Here's how Silicon Valley came to be a land of ""bros."" https://t.co/vanm9qeIp9",33,@nytimes
0.5994,Mon Feb 05 21:10:02 +0000 2018,0.0,0.755,0.245,The Winter Olympics are coming. NBC emphasized this on Super Bowl Sunday. https://t.co/FQOouCcOWW,34,@nytimes
0.0,Mon Feb 05 21:00:15 +0000 2018,0.0,1.0,0.0,"“Animals are disappearing. The oceans are full of plastic. The human population is so numerous, the planet may not… https://t.co/eed0gkVwwx",35,@nytimes
0.0,Mon Feb 05 20:50:07 +0000 2018,0.0,1.0,0.0,"RT @nytgraphics: Augmented Reality:
Meet four Olympians, caught mid-action, and walk around them as if they were in your living room.
https…",36,@nytimes
-0.7717,Mon Feb 05 20:38:22 +0000 2018,0.251,0.749,0.0,"Breaking News: Stocks tanked again on the heels of their worst week in 2 years, losing about 4% at one point during… https://t.co/dk6wf4lBHm",37,@nytimes
-0.6369,Mon Feb 05 20:30:29 +0000 2018,0.239,0.682,0.08,RT @nytopinion: Imagine the day when political operatives can create fake video footage of their enemies. That day is here. https://t.co/kH…,38,@nytimes
-0.4588,Mon Feb 05 20:20:06 +0000 2018,0.13,0.87,0.0,"The New York Times asked a court to unseal records on the wiretapping of Carter Page, arguing that a GOP memo’s rel… https://t.co/YBIIBpBHYb",39,@nytimes
0.0,Mon Feb 05 20:10:09 +0000 2018,0.0,1.0,0.0,"Whatever the reason, Malcolm Butler’s benching backfired https://t.co/Km5j4SQnhI",40,@nytimes
0.0,Mon Feb 05 20:00:29 +0000 2018,0.0,1.0,0.0,"Elliott Kline, also known as Eli Mosley, was a self-described anonymous Twitter troll who felt his life was missing… https://t.co/FDTBWb6i9N",41,@nytimes
0.0516,Mon Feb 05 19:50:06 +0000 2018,0.191,0.652,0.157,The Supreme Court refused to stop Pennsylvania’s highest court from requiring lawmakers there to redraw the state’s… https://t.co/eoso6SHKOB,42,@nytimes
-0.128,Mon Feb 05 19:40:18 +0000 2018,0.059,0.941,0.0,RT @amyfiscus: The New York Times is asking for the Carter Page surveillance documents to be made public. We think that Trump lowered the s…,43,@nytimes
-0.7096,Mon Feb 05 19:30:03 +0000 2018,0.237,0.763,0.0,RT @nytopinion: The invasion of Iraq resulted in catastrophic losses and destabilized the entire Middle East. The Trump administration is l…,44,@nytimes
0.3182,Mon Feb 05 19:20:15 +0000 2018,0.0,0.852,0.148,"In its landmark settlement with Wells Fargo, the Fed sent a message to the bank’s board: You will be held accountab… https://t.co/o7LjjBvaLA",45,@nytimes
0.9325,Mon Feb 05 19:10:11 +0000 2018,0.0,0.562,0.438,"RT @joedrape: At 40, he was the best player in the Super Bowl. Good luck running him out of the N.F.L.  https://t.co/fXxGjakiCf",46,@nytimes
-0.7876,Mon Feb 05 19:00:10 +0000 2018,0.238,0.762,0.0,"A plan to redevelop the ramshackle neighborhood of Willets Point, near Citi Field, was all but dead. But Mayor Bill… https://t.co/kIipVjTvJc",47,@nytimes
0.0,Mon Feb 05 18:50:09 +0000 2018,0.0,1.0,0.0,There’s something unsettling about the first 30 seconds of the season 2 trailer of “Westworld” https://t.co/JlV4YG8IZH,48,@nytimes
-0.296,Mon Feb 05 18:40:12 +0000 2018,0.115,0.885,0.0,RT @NYTSports: ICYMI: The Eagle's secret weapon this season was a complex set of data and predictive tools: https://t.co/y9DZPTb73z,49,@nytimes
0.0,Mon Feb 05 18:32:10 +0000 2018,0.0,1.0,0.0,"Meet 4 Olympic athletes, and see them frozen mid-action in augmented reality — as if they were in your living room https://t.co/Ke8f0Uiv4S",50,@nytimes
0.0,Mon Feb 05 18:31:46 +0000 2018,0.0,1.0,0.0,"With augmented reality (AR), you can use your phone or tablet to making flat images 3-dimensional https://t.co/8uVV0qTNzZ",51,@nytimes
0.0,Mon Feb 05 18:30:47 +0000 2018,0.0,1.0,0.0,The American figure skater Nathan Chen’s quadruple jump takes less than a second — making him nothing but a blur to… https://t.co/AOcjKsJ4Dm,52,@nytimes
0.0,Mon Feb 05 18:20:12 +0000 2018,0.0,1.0,0.0,"RT @puiwingtam: ""I talked to women engineers at Uber who were getting invited to strip clubs and bondage clubs in the middle of the day. Th…",53,@nytimes
0.0,Mon Feb 05 18:10:04 +0000 2018,0.0,1.0,0.0,A man wielding a machete was shot on Monday while trying to enter the central Tehran offices of Iran’s president https://t.co/MRbJtWANP3,54,@nytimes
0.0,Mon Feb 05 18:00:12 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: “I’ve always known, from the age of 12, that I was being asked different questions by interviewers than men,” says Saoirse…",55,@nytimes
0.0258,Mon Feb 05 17:50:10 +0000 2018,0.146,0.703,0.151,A gallery wanted to provoke debate by removing a Victorian painting featuring naked nymphs. It succeeded. https://t.co/wtsyqXiyEu,56,@nytimes
-0.3612,Mon Feb 05 17:40:11 +0000 2018,0.238,0.762,0.0,“The Cloverfield Paradox” is a mess in multiple dimensions https://t.co/3UcKNy7kkr,57,@nytimes
-0.1027,Mon Feb 05 17:30:10 +0000 2018,0.062,0.938,0.0,Researchers say motherhood is one of the biggest causes of the gender pay gap. It might take fathers to change that. https://t.co/83Uh0VxlKP,58,@nytimes
0.101,Mon Feb 05 17:15:03 +0000 2018,0.118,0.746,0.136,"6 of the music industry’s most powerful women called the Recording Academy ""woefully out of touch with today’s musi… https://t.co/9R93PS1Rxz",59,@nytimes
0.6124,Mon Feb 05 17:10:12 +0000 2018,0.193,0.425,0.382,"The best and the worst of the Super Bowl movie trailers
https://t.co/WXPfCztdgB",60,@nytimes
-0.3818,Mon Feb 05 17:00:12 +0000 2018,0.161,0.785,0.054,The judge at Larry Nassar's final sentencing hearing said the number of victims who had come forward had risen to 2… https://t.co/gXyip0qxEW,61,@nytimes
0.0,Mon Feb 05 17:00:01 +0000 2018,0.0,1.0,0.0,"5. ""Imitation of Life"" (1934):  A product of its segregated moment, the movie’s power comes from the relationship b… https://t.co/t42KkkvxlB",62,@nytimes
0.0,Mon Feb 05 16:46:35 +0000 2018,0.0,1.0,0.0,"This is Elliott Kline, also known as Eli Mosley. He was an anonymous Twitter troll — now he’s speaking as an alt-ri… https://t.co/bdJxtZZsKW",63,@nytimes
0.0,Mon Feb 05 16:30:09 +0000 2018,0.0,1.0,0.0,"RT @MichaelPaulson: Broadway’s smallest theater Is reopening, now as a nonprofit. Here is a first glimpse with historic and contemporary ph…",64,@nytimes
0.0772,Mon Feb 05 16:20:07 +0000 2018,0.0,0.942,0.058,“I don’t want to give birth to a kid wondering if it’s going to live in some kind of ‘Mad Max’ dystopia” https://t.co/juYLCBqUI8,65,@nytimes
0.4404,Mon Feb 05 16:07:32 +0000 2018,0.0,0.879,0.121,"RT @amandahess: I wrote about the cyborg nature of online fame, where female bodies are mapped onto the social platforms they inhabit — con…",66,@nytimes
0.0,Mon Feb 05 15:44:06 +0000 2018,0.0,1.0,0.0,Opinion: Our hackable political future https://t.co/6DuFV39gCD,67,@nytimes
-0.5859,Mon Feb 05 15:30:15 +0000 2018,0.179,0.821,0.0,"RT @UpshotNYT: The pay gap is similar in the U.S. and Scandinavia, for the same reason. Children hurt mothers’ careers, and it's largely be…",68,@nytimes
0.3182,Mon Feb 05 15:16:03 +0000 2018,0.0,0.839,0.161,DC Comics is planning 2 new graphic novel imprints aimed at younger readers https://t.co/MLtBKk3SjL,69,@nytimes
0.0,Mon Feb 05 15:00:39 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/9BoxXycPUd https://t.co/0YK3bjeNDR,70,@nytimes
-0.296,Mon Feb 05 14:55:05 +0000 2018,0.121,0.879,0.0,"In an early-morning tweet, President Trump accused Adam Schiff of illegally leaking confidential information from t… https://t.co/nlbfxJdzcv",71,@nytimes
0.1531,Mon Feb 05 14:45:10 +0000 2018,0.11,0.75,0.14,"No team idealized Philadelphia's view of itself as the Eagles did — the gritty, blue-collar, Rocky-esque underdog,… https://t.co/0ZvzNQn0KS",72,@nytimes
0.0,Mon Feb 05 14:30:20 +0000 2018,0.0,1.0,0.0,"Thousands of Greeks demonstrated against the inclusion of the word ""Macedonia"" in the name of a neighboring former… https://t.co/xb4blESa7d",73,@nytimes
0.296,Mon Feb 05 14:15:12 +0000 2018,0.0,0.645,0.355,The octopus: A stable genius https://t.co/2RsNdDvkdq,74,@nytimes
-0.3134,Mon Feb 05 14:00:16 +0000 2018,0.18,0.704,0.116,"Opinion: ""The closer Mueller gets to the full truth, the more Trump's panic will grow"" https://t.co/HznPyLgRsR",75,@nytimes
0.0,Mon Feb 05 13:44:03 +0000 2018,0.0,1.0,0.0,"Kathleen Hartnett White, a former Texas environmental regulator, has said that carbon dioxide should be considered… https://t.co/yM4l28961R",76,@nytimes
0.4019,Mon Feb 05 13:30:19 +0000 2018,0.0,0.876,0.124,"Cindy Crawford, Peter Dinklage, Morgan Freeman and Jeff Bezos were among the famous faces featured in ads during th… https://t.co/5iPcVYQd11",77,@nytimes
0.2023,Mon Feb 05 13:21:02 +0000 2018,0.133,0.691,0.176,"Opinion: ""One day, we may all owe a debt of gratitude to Dexter the peacock"" https://t.co/5ep5P6byup",78,@nytimes
0.0,Mon Feb 05 13:10:04 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/8UOYkKbRgT https://t.co/9inPnhIJNa,79,@nytimes
0.4404,Mon Feb 05 13:02:13 +0000 2018,0.0,0.854,0.146,"By investigating an emerging leader in an extremist movement, we hope to offer Times viewers a deeper understanding… https://t.co/ZQLiy8ItpA",80,@nytimes
0.0,Mon Feb 05 13:00:25 +0000 2018,0.0,1.0,0.0,"Elliott Kline, also known as Eli Mosley, is a rising alt-right leader who depicts himself as an American patriot an… https://t.co/x0xffcUarJ",81,@nytimes
0.6908,Mon Feb 05 12:50:07 +0000 2018,0.0,0.769,0.231,Ram trucks used a sermon given by Martin Luther King as the voice-over for a Super Bowl ad. The blowback was swift. https://t.co/fIqjopGJwu,82,@nytimes
0.8225,Mon Feb 05 12:40:11 +0000 2018,0.0,0.591,0.409,"How the Eagles won their first Super Bowl title, drive by drive https://t.co/7azXtlq7Fs",83,@nytimes
0.4588,Mon Feb 05 12:30:13 +0000 2018,0.0,0.833,0.167,Paul Ryan faced a backlash after he tweeted about a $1.50 benefit from the new tax law https://t.co/2PUVfevBbc,84,@nytimes
0.3182,Mon Feb 05 12:15:11 +0000 2018,0.0,0.867,0.133,"Is the economy actually booming, and if so, to what extent is President Trump responsible? https://t.co/nHteizvDtZ",85,@nytimes
0.3818,Mon Feb 05 12:00:21 +0000 2018,0.0,0.698,0.302,Opinion: How Congress can protect Mueller https://t.co/jivzedd2Qc,86,@nytimes
0.0,Mon Feb 05 11:45:11 +0000 2018,0.0,1.0,0.0,"Some Eagles fans pulled down traffic lights, climbed onto the roofs of garbage trucks and bus shelters and pushed o… https://t.co/7xofOuIKYf",87,@nytimes
0.0,Mon Feb 05 11:30:04 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/9BnSavqFm3 https://t.co/3P3aCFXg7B,88,@nytimes
-0.8834,Mon Feb 05 11:15:05 +0000 2018,0.377,0.623,0.0,"Turkey's military suffered its worst day yet in the two-week offensive in Afrin, Syria, when at least seven soldier… https://t.co/9OlHmHY9n9",89,@nytimes
-0.128,Mon Feb 05 11:00:16 +0000 2018,0.13,0.762,0.108,The Pentagon envisions bringing nuclear weapons back in play to counter a push by Russia to modernize its forces https://t.co/c5qhuTlymY,90,@nytimes
0.0,Mon Feb 05 10:45:07 +0000 2018,0.087,0.826,0.087,"These posters ""were created to be plastered on walls, torn down by weather or political opponents, so it is highly… https://t.co/3eEidvDayz",91,@nytimes
-0.34,Mon Feb 05 10:30:06 +0000 2018,0.124,0.876,0.0,"The most widely watched TV stations in Kenya are shuttered. Opposition politicians are under arrest, and journalist… https://t.co/7biUurBWyu",92,@nytimes
0.0,Mon Feb 05 10:15:05 +0000 2018,0.0,1.0,0.0,"""We have had several acts of vandalism where windows have been smashed, and some injuries have been reported around… https://t.co/9e8IvqmpAj",93,@nytimes
-0.4019,Mon Feb 05 10:00:15 +0000 2018,0.119,0.881,0.0,"""The only element that links the persons who were injured is the color of their skin,"" Italy's interior minister sa… https://t.co/InEosVoBAO",94,@nytimes
0.0,Mon Feb 05 09:45:04 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: Just months ago, Kenya was being held up as a model of democracy. But things have taken a very different turn. https://t.…",95,@nytimes
0.0,Mon Feb 05 09:30:15 +0000 2018,0.0,1.0,0.0,Opinion: Poland digs itself a memory hole https://t.co/wutzg6qe0T,96,@nytimes
0.0,Mon Feb 05 09:15:04 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: A ferry carrying performers from North Korea to the South will also house them, apparently to minimize mingling with thei…",97,@nytimes
0.0,Mon Feb 05 08:57:04 +0000 2018,0.0,1.0,0.0,"Eagles fans clambered atop bus shelters and garbage trucks, upended concrete planters and brought down light poles… https://t.co/avRlNEjvPK",98,@nytimes
0.5859,Mon Feb 05 08:42:06 +0000 2018,0.0,0.826,0.174,From @nytopinion: The grounding of Dexter the peacock at Newark airport last weekend is a much-needed win for sanit… https://t.co/7dGopagv6R,99,@nytimes
